title,date,category
Symplectic embeddings of 4-dimensional ellipsoids into polydiscs,2014-09-08 14:57:03+00:00,math.SG
Yet again on two examples by Iyama and Yoshino,2014-09-11 14:04:14+00:00,math.AG
How to repair tropicalizations of plane curves using modifications,2014-09-25 21:56:23+00:00,math.AG
Calculating hydrodynamic interactions for membrane-embedded objects,2014-10-02 21:57:26+00:00,cond-mat.soft
On embeddings of almost complex manifolds in almost complex Euclidean spaces,2014-10-06 11:21:52+00:00,math.DG
Unit-length embedding of cycles and paths on grid graphs,2014-10-09 08:52:23+00:00,cs.DM
Maximization of Functionals Depending on the Terminal Value and the Running Maximum of a Martingale: A Mass Transport Approach,2014-10-20 16:03:09+00:00,math.PR
SHM of Galaxies Embedded within Condensed Neutrino Matter,2014-10-22 22:38:29+00:00,physics.gen-ph
Drawing Partially Embedded and Simultaneously Planar Graphs,2014-10-30 00:17:58+00:00,cs.CG
On embedding certain partial orders into the P-points under RK and Tukey reducibility,2014-11-01 08:25:05+00:00,math.LO
New efficient algorithm for the isometric embedding of 2-surface metrics in 3 dimensional Euclidean space,2014-11-04 17:25:32+00:00,gr-qc
Unifying Visual-Semantic Embeddings with Multimodal Neural Language Models,2014-11-10 19:09:41+00:00,cs.LG
Optimal embedding of Meyer sets into model sets,2014-11-18 19:33:17+00:00,math.DS
Uniqueness of the stereographic embedding,2014-12-02 00:20:03+00:00,math.DG
A CSP implementation of the bigraph embedding problem,2014-12-01 08:52:16+00:00,cs.LO
Block Based Medical Image Watermarking Technique for Tamper Detection and Recovery,2014-11-17 16:58:54+00:00,cs.MM
Fast Label Embeddings via Randomized Linear Algebra,2014-12-19 22:09:35+00:00,cs.LG
Word Representations via Gaussian Embedding,2014-12-20 07:42:40+00:00,cs.CL
Embeddings of Besov Spaces on fractal h-sets,2015-01-11 21:22:11+00:00,math.FA
Partial duality and closed 2-cell embeddings,2015-01-24 14:04:44+00:00,math.CO
A simpler condition for consistency of a kernel independence test,2015-01-25 01:45:06+00:00,stat.ML
Hardness of Virtual Network Embedding with Replica Selection,2015-01-29 08:59:38+00:00,cs.DC
Learning Transferable Features with Deep Adaptation Networks,2015-02-10 06:01:30+00:00,cs.LG
Estimating the Potential Speedup of Computer Vision Applications on Embedded Multiprocessors,2015-02-26 06:13:47+00:00,cs.CV
A Study of the Matrix Carleson Embedding Theorem with Applications to Sparse Operators,2015-03-22 23:02:57+00:00,math.CA
Learning to Understand Phrases by Embedding the Dictionary,2015-04-02 13:30:27+00:00,cs.CL
Semi-supervised Convolutional Neural Networks for Text Categorization via Region Embedding,2015-04-06 10:42:07+00:00,stat.ML
Cluster Density Matrix Embedding Theory for Quantum Spin Systems,2015-04-21 09:03:49+00:00,cond-mat.str-el
Efficient Non-parametric Estimation of Multiple Embeddings per Word in Vector Space,2015-04-24 22:12:14+00:00,cs.CL
Deforming spaces of m-jets of hypersurfaces singularities,2015-05-05 16:53:10+00:00,math.AG
On chirality of toroidal embeddings of polyhedral graphs,2015-05-22 12:15:35+00:00,math.GT
Connes embeddability of graph products,2015-06-05 11:36:15+00:00,math.OA
Embeddability and universal theory of partially commutative groups,2015-06-10 11:37:44+00:00,math.GR
Graph embeddings of dynamic functional connectivity reveal discriminative patterns of task engagement in HCP data,2015-06-17 06:49:42+00:00,stat.AP
Dorronsoro's theorem and a small generalization,2015-06-21 16:16:00+00:00,math.CA
On the Bishop Invariants of Embeddings of $S^3$ into $\mathbb{C}^3$,2015-06-26 08:01:49+00:00,math.CV
Embedding rationally independent languages into maximal ones,2015-07-02 14:21:03+00:00,cs.FL
Document Embedding with Paragraph Vectors,2015-07-29 01:04:28+00:00,cs.CL
A construction of complete complex hypersurfaces in the ball with control on the topology,2015-09-08 08:32:32+00:00,math.CV
Maximal Radius of Quaternionic Hyperbolic Manifolds,2015-09-09 18:02:55+00:00,math.DG
Embedded discontinuous Galerkin transport schemes with localised limiters,2015-09-15 07:52:29+00:00,math.NA
Isometric Embeddability of Snowflakes,2015-09-21 20:45:51+00:00,math.MG
Finite vs infinite decompositions in conformal embeddings,2015-09-22 09:00:54+00:00,math.RT
Learning Concept Embeddings with Combined Human-Machine Expertise,2015-09-24 19:05:09+00:00,cs.CV
Deep convolutional acoustic word embeddings using word-pair side information,2015-10-05 05:25:32+00:00,cs.CL
Holographic Embeddings of Knowledge Graphs,2015-10-16 16:29:07+00:00,cs.AI
Memory-Efficient Design Strategy for a Parallel Embedded Integral Image Computation Engine,2015-10-17 16:04:33+00:00,cs.CV
Binary Speaker Embedding,2015-10-20 15:49:59+00:00,cs.SD
A modulation invariant Carleson embedding theorem outside local $L^2$,2015-10-21 21:07:19+00:00,math.CA
Quantum walks on embedded hypercubes: Nonsymmetric and nonlocal cases,2015-10-28 17:39:10+00:00,quant-ph
A Relation Between Existence of Real Symmetric Nonsingular Bilinear Maps and the Antisymmetric Index of Projective Spaces,2015-11-14 22:52:15+00:00,math.AT
Deformation of an Elastic Beam due to Viscous Flow in an Embedded Parallel Channel Network,2015-11-17 22:42:54+00:00,physics.flu-dyn
Gaussian Mixture Embeddings for Multiple Word Prototypes,2015-11-19 16:46:49+00:00,cs.CL
CR embedded submanifolds of CR manifolds,2015-11-25 01:17:55+00:00,math.DG
Limits of Tangents of Surfaces,2015-11-25 15:44:33+00:00,math.AG
Affinity CNN: Learning Pixel-Centric Pairwise Relations for Figure/Ground Embedding,2015-12-09 06:45:23+00:00,cs.CV
Near-Optimal Bounds for Binary Embeddings of Arbitrary Sets,2015-12-14 17:57:41+00:00,cs.LG
Representation and Coding of Signal Geometry,2015-12-23 21:04:31+00:00,cs.IT
Photoluminescence from Silicon nanoparticles embedded in ammonium silicon hexafluoride,2015-12-25 12:35:16+00:00,cond-mat.mes-hall
Embedding Dynamical Mean-Field Theory for Superconductivity in Layered Materials and Heterostructures,2016-01-13 13:21:27+00:00,cond-mat.str-el
Nullspace embeddings for outerplanar graphs,2016-01-13 22:35:59+00:00,math.CO
VOUTE-Virtual Overlays Using Tree Embeddings,2016-01-22 19:35:07+00:00,cs.CR
Swivel: Improving Embeddings by Noticing What's Missing,2016-02-06 04:39:41+00:00,cs.CL
Embedding Graphs in Lorentzian Spacetime,2016-02-09 18:04:31+00:00,physics.soc-ph
Composition operators and embedding theorems for some function spaces of Dirichlet series,2016-02-09 13:32:45+00:00,math.CV
Ultradense Word Embeddings by Orthogonal Transformation,2016-02-24 16:06:25+00:00,cs.CL
Part-of-Speech Tagging for Historical English,2016-03-10 04:27:15+00:00,cs.CL
"Laplacian Eigenmaps from Sparse, Noisy Similarity Measurements",2016-03-12 23:02:20+00:00,stat.ML
Item2Vec: Neural Item Embedding for Collaborative Filtering,2016-03-14 13:37:03+00:00,cs.LG
Lowest sl(2)-types in sl(n)-representations with respect to a principal embedding,2016-03-16 01:31:28+00:00,math.RT
Conditional Similarity Networks,2016-03-25 02:52:02+00:00,cs.CV
Latent Embeddings for Zero-shot Classification,2016-03-29 19:24:38+00:00,cs.CV
An Ensemble Method to Produce High-Quality Word Embeddings (2016),2016-04-06 16:58:35+00:00,cs.CL
Word embeddings and recurrent neural networks based on Long-Short Term Memory nodes in supervised biomedical word sense disambiguation,2016-04-09 01:14:05+00:00,cs.CL
SSP: Semantic Space Projection for Knowledge Graph Embedding with Text Descriptions,2016-04-17 07:15:33+00:00,cs.CL
Embeddings of spaces of quregisters into special linear groups,2016-04-26 02:52:16+00:00,quant-ph
On the representation and embedding of knowledge bases beyond binary relations,2016-04-28 22:42:38+00:00,cs.LG
Differential equations defined on algebraic curves,2016-05-06 19:20:04+00:00,math.CA
Parametric set-wise injective maps,2016-05-15 04:28:35+00:00,math.GN
Generalized Multi-view Embedding for Visual Recognition and Cross-modal Retrieval,2016-05-31 16:11:16+00:00,cs.CV
Sense Embedding Learning for Word Sense Induction,2016-06-17 02:49:52+00:00,cs.CL
On the Inheritance of Orbifold Substructures,2016-06-19 19:20:47+00:00,math.DG
Lifted Rule Injection for Relation Embeddings,2016-06-27 16:39:23+00:00,cs.LG
New word analogy corpus for exploring embeddings of Czech words,2016-08-02 12:31:06+00:00,cs.CL
Helfrich's Energy and Constrained Minimisation,2016-08-09 14:54:49+00:00,math.DG
A Shallow High-Order Parametric Approach to Data Visualization and Compression,2016-08-16 17:54:40+00:00,cs.AI
Embedding-Based Interpolation on the Special Orthogonal Group,2016-08-19 20:55:32+00:00,math.NA
Extending Scatterplots to Scalar Fields,2016-08-20 03:25:50+00:00,cs.GR
Distributed Representations for Biological Sequence Analysis,2016-08-21 14:58:01+00:00,cs.LG
"Hash2Vec, Feature Hashing for Word Embeddings",2016-08-31 17:01:09+00:00,cs.CL
Chinese Event Extraction Using DeepNeural Network with Word Embedding,2016-10-04 04:56:23+00:00,cs.CL
A General Framework for Content-enhanced Network Representation Learning,2016-10-10 13:27:01+00:00,cs.SI
Semi-supervised Graph Embedding Approach to Dynamic Link Prediction,2016-10-14 07:44:33+00:00,stat.ML
Bounded embeddings of graphs in the plane,2016-10-23 10:50:57+00:00,cs.CG
Word Embeddings to Enhance Twitter Gang Member Profile Identification,2016-10-27 03:21:49+00:00,cs.SI
Improved Lower Bounds for Graph Embedding Problems,2016-10-28 09:13:30+00:00,cs.CC
Learning Deep Embeddings with Histogram Loss,2016-11-02 21:48:32+00:00,cs.CV
Holographic flows and thermodynamics of Polyakov loop impurities,2016-11-18 10:29:05+00:00,hep-th
Pontential energies and potential-energy tensors for subsystems: general properties,2016-11-21 09:36:14+00:00,astro-ph.GA
Box spaces of the free group that neither contain expanders nor embed into a Hilbert space,2016-11-25 13:30:27+00:00,math.GR
Embedding Words and Senses Together via Joint Knowledge-Enhanced Training,2016-12-08 15:54:00+00:00,cs.CL
Identifying the minor set cover of dense connected bipartite graphs via random matching edge sets,2016-12-21 22:09:34+00:00,math-ph
Groups with no coarse embeddings into hyperbolic groups,2017-02-13 14:36:17+00:00,math.GR
The Rare Eclipse Problem on Tiles: Quantised Embeddings of Disjoint Convex Sets,2017-02-15 16:06:50+00:00,cs.IT
Gelfand numbers related to structured sparsity and Besov space embeddings with small mixed smoothness,2017-02-22 12:52:11+00:00,cs.IT
Distributed Representation of Subgraphs,2017-02-22 18:06:13+00:00,cs.SI
Discretisation and Duality of Optimal Skorokhod Embedding Problems,2017-02-23 10:59:35+00:00,math.PR
Embedding Knowledge Graphs Based on Transitivity and Antisymmetry of Rules,2017-02-24 11:28:02+00:00,cs.AI
Consistent Alignment of Word Embedding Models,2017-02-24 17:40:28+00:00,cs.CL
Dynamic Word Embeddings for Evolving Semantic Discovery,2017-03-02 03:59:18+00:00,cs.CL
EmbedInsight: Automated Grading of Embedded Systems Assignments,2017-02-27 08:36:57+00:00,cs.CY
Learning Robust Visual-Semantic Embeddings,2017-03-17 06:59:51+00:00,cs.CV
Hardness of almost embedding simplicial complexes in $\mathbb R^d$,2017-03-18 14:58:57+00:00,math.GT
On the Linearity of Semantic Change: Investigating Meaning Variation via Dynamic Graph Models,2017-04-08 13:56:55+00:00,cs.CL
Enabling Embedded Inference Engine with ARM Compute Library: A Case Study,2017-04-12 13:31:26+00:00,cs.LG
Optimal Output Consensus of High-Order Multi-Agent Systems with Embedded Technique,2017-04-15 16:11:23+00:00,math.OC
Predicting Role Relevance with Minimal Domain Expertise in a Financial Domain,2017-04-19 00:55:23+00:00,cs.CL
Learning to Compute Word Embeddings On the Fly,2017-06-01 13:12:15+00:00,cs.LG
Equivariant maps into Anti-de Sitter space and the symplectic geometry of $\mathbb H^2\times \mathbb H^2$,2017-05-31 15:20:26+00:00,math.GT
Dimensionality Reduction using Similarity-induced Embeddings,2017-06-18 17:03:02+00:00,cs.CV
HARP: Hierarchical Representation Learning for Networks,2017-06-23 19:27:13+00:00,cs.SI
Beyond Bilingual: Multi-sense Word Embeddings using Multilingual Context,2017-06-25 20:00:54+00:00,cs.CL
A Deep Multimodal Approach for Cold-start Music Recommendation,2017-06-29 13:13:26+00:00,cs.IR
Hodge numbers and deformations of Fano 3-folds,2017-07-03 17:05:01+00:00,math.AG
An Error-Oriented Approach to Word Embedding Pre-Training,2017-07-21 11:06:12+00:00,cs.CL
Building Graph Representations of Deep Vector Embeddings,2017-07-24 10:20:12+00:00,cs.NE
MEMEN: Multi-layer Embedding with Memory Networks for Machine Comprehension,2017-07-28 03:41:18+00:00,cs.AI
A streamlined proof of the convergence of the Taylor tower for embeddings in $\mathbb R^n$,2017-07-28 12:02:56+00:00,math.AT
FontCode: Embedding Information in Text Documents using Glyph Perturbation,2017-07-28 21:03:50+00:00,cs.CV
The Group of Disjoint 2-Spheres in 4-Space,2017-08-01 14:28:42+00:00,math.GT
Low-Rank Hidden State Embeddings for Viterbi Sequence Labeling,2017-08-02 00:05:10+00:00,cs.CL
Associative Domain Adaptation,2017-08-02 21:38:45+00:00,cs.CV
A Syllable-based Technique for Word Embeddings of Korean Words,2017-08-05 13:21:01+00:00,cs.CL
Cross-lingual Entity Alignment via Joint Attribute-Preserving Embedding,2017-08-16 19:30:17+00:00,cs.CL
Small Embedding Characterizations for Large Cardinals,2017-08-21 07:30:14+00:00,math.LO
Probabilistic Relation Induction in Vector Space Embeddings,2017-08-21 14:52:10+00:00,cs.AI
A secure blind watermarking scheme based on DCT domain of the scrambled image,2017-08-31 02:24:44+00:00,cs.CR
Strict s-numbers of non-compact Sobolev embeddings into continuous functions,2017-09-05 14:21:33+00:00,math.FA
CONE: Community Oriented Network Embedding,2017-09-05 19:01:14+00:00,cs.SI
Language Modeling by Clustering with Word Embeddings for Text Readability Assessment,2017-09-05 02:38:44+00:00,cs.CL
Semi-Supervised Instance Population of an Ontology using Word Vector Embeddings,2017-09-09 05:04:19+00:00,cs.CL
StarSpace: Embed All The Things!,2017-09-12 14:16:56+00:00,cs.CL
Crossing Patterns in Nonplanar Road Networks,2017-09-18 18:15:41+00:00,cs.DS
Why PairDiff works? -- A Mathematical Analysis of Bilinear Relational Compositional Operators for Analogy Detection,2017-09-19 23:09:15+00:00,cs.CL
An improvement on LSB+ method,2017-09-20 04:53:15+00:00,cs.CR
Latent Embeddings for Collective Activity Recognition,2017-09-20 08:46:53+00:00,cs.CV
On the Optimality of Kernel-Embedding Based Goodness-of-Fit Tests,2017-09-24 05:28:21+00:00,stat.ML
Synonym Discovery with Etymology-based Word Embeddings,2017-09-29 15:10:20+00:00,cs.CL
Compressing Word Embeddings via Deep Compositional Code Learning,2017-11-03 09:05:44+00:00,cs.CL
Additional gradings on generalisations of Khovanov homology and invariants of embedded surfaces,2017-11-07 20:23:32+00:00,math.GT
Equivalent and attained version of Hardy's inequality in $\mathbb{R}^n$,2017-11-10 10:35:19+00:00,math.FA
A remark on Ulrich and ACM bundles,2017-11-16 19:26:04+00:00,math.AG
An Application of the $h$-principle to Manifold Calculus,2017-11-21 08:10:28+00:00,math.AT
Beyond Accuracy Optimization: On the Value of Item Embeddings for Student Job Recommendations,2017-11-21 13:09:46+00:00,cs.IR
Multikast rutiranje open-source platformom - XORP,2017-12-03 14:45:10+00:00,cs.NI
AWE-CM Vectors: Augmenting Word Embeddings with a Clinical Metathesaurus,2017-12-05 03:11:07+00:00,cs.CL
Gas expulsion in MOND: the possible origin of diffuse globular clusters and ultra-faint dwarf galaxies,2017-12-06 19:00:02+00:00,astro-ph.GA
Learning Modality-Invariant Representations for Speech and Images,2017-12-11 17:18:34+00:00,cs.LG
Low-Shot Learning with Imprinted Weights,2017-12-19 19:00:08+00:00,cs.CV
Recurrent Pixel Embedding for Instance Grouping,2017-12-22 01:48:53+00:00,cs.CV
Variable stepsize commutator free Lie group integrators,2017-12-27 15:10:44+00:00,math.NA
The cold and warm physico-chemical structure of embedded protostars,2017-12-30 22:21:05+00:00,astro-ph.SR
Attention-based Ensemble for Deep Metric Learning,2018-04-02 03:23:06+00:00,cs.CV
A duality for labeled graphs and factorizations with applications to graph embeddings and Hurwitz enumeration,2018-04-04 02:27:42+00:00,math.CO
Finding beans in burgers: Deep semantic-visual embedding with localization,2018-04-05 08:13:37+00:00,cs.CV
Not just about size - A Study on the Role of Distributed Word Representations in the Analysis of Scientific Publications,2018-04-05 10:48:26+00:00,cs.CL
Efficient Graph-based Word Sense Induction by Distributional Inclusion Vector Embeddings,2018-04-09 22:10:57+00:00,cs.CL
Speaker Embedding Extraction with Phonetic Information,2018-04-13 09:51:14+00:00,cs.SD
A Collective Neurodynamic Approach to Survivable Virtual Network Embedding,2018-04-15 03:07:41+00:00,cs.DC
